date,item_type,item_name,quantity,price,total_amount,season
2024-03-14,Blouse,Casual Top,2,86.36,172.72,Spring
2024-03-14,Dress,Casual Maxi Dress,1,280.25,280.25,Spring
2024-03-15,Dress,Business Formal Dress,2,131.82,263.64,Spring
2024-03-15,Blouse,Formal Blouse,2,104.05,208.1,Spring
2024-03-15,Pants,Jeans,1,97.19,97.19,Spring
2024-03-15,Pants,Business Trousers,1,95.03,95.03,Spring
2024-03-15,Blouse,Silk Blouse,1,102.22,102.22,Spring
2024-03-15,Pants,Casual Pants,2,108.97,217.94,Spring
2024-03-15,Dress,Summer Floral Dress,3,129.03,387.09000000000003,Spring
2024-03-15,Pants,Jeans,1,104.05,104.05,Spring
2024-03-15,Blouse,Casual Top,1,165.63,165.63,Spring
2024-03-15,Dress,Summer Floral Dress,2,243.31,486.62,Spring
2024-03-16,Dress,Casual Maxi Dress,3,318.11,954.33,Spring
2024-03-16,Blouse,Cotton Shirt,3,90.67,272.01,Spring
2024-03-16,Blouse,Silk Blouse,3,116.47,349.40999999999997,Spring
2024-03-16,Dress,Business Formal Dress,3,316.13,948.39,Spring
2024-03-16,Dress,Business Formal Dress,1,253.71,253.71,Spring
2024-03-16,Pants,Business Trousers,3,125.36,376.08,Spring
2024-03-16,Pants,Business Trousers,2,158.45,316.9,Spring
2024-03-16,Blouse,Silk Blouse,3,146.12,438.36,Spring
2024-03-16,Dress,Casual Maxi Dress,1,206.37,206.37,Spring
2024-03-16,Dress,Summer Floral Dress,3,243.64,730.92,Spring
2024-03-16,Pants,Wide Leg Pants,2,122.37,244.74,Spring
2024-03-16,Pants,Jeans,2,117.0,234.0,Spring
2024-03-16,Dress,Evening Cocktail Dress,1,306.01,306.01,Spring
2024-03-16,Dress,Business Formal Dress,2,176.29,352.58,Spring
2024-03-16,Blouse,Casual Top,3,164.54,493.62,Spring
2024-03-16,Pants,Jeans,2,157.29,314.58,Spring
2024-03-17,Blouse,Formal Blouse,3,84.84,254.52,Spring
2024-03-17,Pants,Casual Pants,1,115.01,115.01,Spring
2024-03-17,Pants,Jeans,1,134.31,134.31,Spring
2024-03-17,Blouse,Formal Blouse,3,106.09,318.27,Spring
2024-03-17,Pants,Casual Pants,3,122.23,366.69,Spring
2024-03-17,Dress,Casual Maxi Dress,1,157.32,157.32,Spring
2024-03-17,Dress,Summer Floral Dress,1,268.13,268.13,Spring
2024-03-18,Pants,Casual Pants,3,148.51,445.53,Spring
2024-03-18,Dress,Summer Floral Dress,1,351.63,351.63,Spring
2024-03-18,Pants,Casual Pants,2,70.72,141.44,Spring
2024-03-18,Dress,Evening Cocktail Dress,2,288.92,577.84,Spring
2024-03-18,Blouse,Cotton Shirt,1,129.48,129.48,Spring
2024-03-18,Blouse,Silk Blouse,2,92.69,185.38,Spring
2024-03-18,Dress,Evening Cocktail Dress,3,109.03,327.09000000000003,Spring
2024-03-18,Blouse,Casual Top,3,167.14,501.41999999999996,Spring
2024-03-18,Blouse,Formal Blouse,1,68.29,68.29,Spring
2024-03-18,Dress,Summer Floral Dress,1,124.2,124.2,Spring
2024-03-18,Dress,Business Formal Dress,3,272.75,818.25,Spring
2024-03-18,Dress,Business Formal Dress,3,283.21,849.6299999999999,Spring
2024-03-18,Pants,Business Trousers,2,134.08,268.16,Spring
2024-03-19,Blouse,Formal Blouse,3,99.98,299.94,Spring
2024-03-19,Blouse,Casual Top,2,123.71,247.42,Spring
2024-03-19,Dress,Summer Floral Dress,2,132.24,264.48,Spring
2024-03-19,Blouse,Casual Top,2,75.44,150.88,Spring
2024-03-19,Blouse,Casual Top,2,137.24,274.48,Spring
2024-03-20,Blouse,Cotton Shirt,3,105.6,316.79999999999995,Spring
2024-03-20,Pants,Wide Leg Pants,3,146.71,440.13,Spring
2024-03-20,Pants,Jeans,3,82.71,248.13,Spring
2024-03-20,Pants,Jeans,1,97.93,97.93,Spring
2024-03-20,Pants,Business Trousers,2,118.41,236.82,Spring
2024-03-21,Dress,Casual Maxi Dress,2,270.05,540.1,Spring
2024-03-21,Pants,Business Trousers,2,133.78,267.56,Spring
2024-03-21,Blouse,Cotton Shirt,2,149.13,298.26,Spring
2024-03-21,Blouse,Cotton Shirt,2,111.87,223.74,Spring
2024-03-21,Dress,Business Formal Dress,2,179.87,359.74,Spring
2024-03-21,Pants,Wide Leg Pants,3,81.86,245.57999999999998,Spring
2024-03-21,Blouse,Casual Top,2,115.36,230.72,Spring
2024-03-21,Blouse,Cotton Shirt,3,149.37,448.11,Spring
2024-03-21,Pants,Business Trousers,3,136.38,409.14,Spring
2024-03-21,Dress,Casual Maxi Dress,1,154.44,154.44,Spring
2024-03-22,Blouse,Cotton Shirt,2,92.42,184.84,Spring
2024-03-22,Dress,Casual Maxi Dress,1,253.78,253.78,Spring
2024-03-22,Blouse,Silk Blouse,1,161.51,161.51,Spring
2024-03-22,Pants,Business Trousers,3,101.42,304.26,Spring
2024-03-22,Dress,Casual Maxi Dress,2,325.17,650.34,Spring
2024-03-22,Pants,Casual Pants,1,108.04,108.04,Spring
2024-03-22,Blouse,Casual Top,3,161.08,483.24,Spring
2024-03-22,Dress,Summer Floral Dress,2,279.93,559.86,Spring
2024-03-22,Dress,Summer Floral Dress,1,341.2,341.2,Spring
2024-03-22,Pants,Jeans,1,81.52,81.52,Spring
2024-03-23,Dress,Business Formal Dress,1,298.58,298.58,Spring
2024-03-23,Pants,Business Trousers,1,95.82,95.82,Spring
2024-03-23,Pants,Casual Pants,2,126.97,253.94,Spring
2024-03-23,Dress,Summer Floral Dress,3,232.44,697.3199999999999,Spring
2024-03-23,Dress,Casual Maxi Dress,2,222.14,444.28,Spring
2024-03-23,Blouse,Formal Blouse,3,102.16,306.48,Spring
2024-03-23,Dress,Summer Floral Dress,1,211.76,211.76,Spring
2024-03-23,Pants,Jeans,1,88.08,88.08,Spring
2024-03-23,Blouse,Formal Blouse,2,139.67,279.34,Spring
2024-03-23,Dress,Business Formal Dress,1,277.61,277.61,Spring
2024-03-23,Dress,Evening Cocktail Dress,3,206.27,618.8100000000001,Spring
2024-03-23,Blouse,Formal Blouse,1,96.53,96.53,Spring
2024-03-23,Blouse,Cotton Shirt,1,123.93,123.93,Spring
2024-03-23,Pants,Casual Pants,1,129.02,129.02,Spring
2024-03-23,Blouse,Cotton Shirt,3,117.35,352.04999999999995,Spring
2024-03-23,Dress,Evening Cocktail Dress,1,110.5,110.5,Spring
2024-03-23,Blouse,Casual Top,1,150.88,150.88,Spring
2024-03-23,Blouse,Cotton Shirt,3,66.97,200.91,Spring
2024-03-23,Pants,Jeans,2,116.78,233.56,Spring
2024-03-24,Dress,Casual Maxi Dress,2,327.97,655.94,Spring
2024-03-24,Blouse,Cotton Shirt,3,142.98,428.93999999999994,Spring
2024-03-24,Pants,Business Trousers,2,115.92,231.84,Spring
2024-03-24,Pants,Jeans,3,70.53,211.59,Spring
2024-03-24,Pants,Jeans,1,102.1,102.1,Spring
2024-03-24,Blouse,Formal Blouse,1,65.53,65.53,Spring
2024-03-24,Dress,Summer Floral Dress,3,293.03,879.0899999999999,Spring
2024-03-24,Dress,Evening Cocktail Dress,3,250.6,751.8,Spring
2024-03-24,Dress,Business Formal Dress,3,244.99,734.97,Spring
2024-03-24,Pants,Business Trousers,1,118.23,118.23,Spring
2024-03-24,Pants,Business Trousers,1,95.2,95.2,Spring
2024-03-24,Blouse,Formal Blouse,3,95.2,285.6,Spring
2024-03-24,Dress,Summer Floral Dress,2,343.02,686.04,Spring
2024-03-24,Dress,Casual Maxi Dress,2,121.85,243.7,Spring
2024-03-24,Blouse,Casual Top,1,161.74,161.74,Spring
2024-03-24,Blouse,Formal Blouse,2,163.83,327.66,Spring
2024-03-24,Dress,Summer Floral Dress,3,163.6,490.79999999999995,Spring
2024-03-24,Blouse,Silk Blouse,2,128.43,256.86,Spring
2024-03-24,Pants,Business Trousers,1,93.86,93.86,Spring
2024-03-24,Dress,Business Formal Dress,3,267.06,801.1800000000001,Spring
2024-03-25,Dress,Summer Floral Dress,2,345.54,691.08,Spring
2024-03-25,Blouse,Casual Top,3,119.74,359.21999999999997,Spring
2024-03-25,Dress,Evening Cocktail Dress,1,122.48,122.48,Spring
2024-03-25,Blouse,Silk Blouse,1,115.42,115.42,Spring
2024-03-25,Pants,Wide Leg Pants,2,81.08,162.16,Spring
2024-03-25,Blouse,Formal Blouse,1,142.85,142.85,Spring
2024-03-25,Blouse,Silk Blouse,2,163.78,327.56,Spring
2024-03-25,Blouse,Cotton Shirt,2,147.62,295.24,Spring
2024-03-25,Blouse,Cotton Shirt,3,82.45,247.35000000000002,Spring
2024-03-25,Blouse,Formal Blouse,1,80.94,80.94,Spring
2024-03-25,Dress,Casual Maxi Dress,1,276.74,276.74,Spring
2024-03-26,Pants,Business Trousers,3,116.45,349.35,Spring
2024-03-26,Blouse,Silk Blouse,3,84.18,252.54000000000002,Spring
2024-03-26,Pants,Jeans,3,116.03,348.09000000000003,Spring
2024-03-26,Dress,Summer Floral Dress,3,338.49,1015.47,Spring
2024-03-26,Pants,Jeans,2,125.01,250.02,Spring
2024-03-26,Blouse,Casual Top,1,149.96,149.96,Spring
2024-03-27,Blouse,Cotton Shirt,1,142.46,142.46,Spring
2024-03-27,Blouse,Casual Top,3,144.1,432.29999999999995,Spring
2024-03-27,Blouse,Silk Blouse,1,111.36,111.36,Spring
2024-03-27,Pants,Wide Leg Pants,2,119.86,239.72,Spring
2024-03-27,Dress,Evening Cocktail Dress,1,258.77,258.77,Spring
2024-03-27,Blouse,Casual Top,2,100.83,201.66,Spring
2024-03-27,Pants,Casual Pants,2,73.15,146.3,Spring
2024-03-27,Blouse,Formal Blouse,3,139.5,418.5,Spring
2024-03-27,Blouse,Silk Blouse,1,89.26,89.26,Spring
2024-03-27,Pants,Wide Leg Pants,2,128.62,257.24,Spring
2024-03-28,Dress,Evening Cocktail Dress,3,207.05,621.1500000000001,Spring
2024-03-28,Blouse,Formal Blouse,1,115.15,115.15,Spring
2024-03-28,Dress,Casual Maxi Dress,1,200.47,200.47,Spring
2024-03-28,Blouse,Formal Blouse,3,69.7,209.10000000000002,Spring
2024-03-28,Pants,Jeans,2,101.14,202.28,Spring
2024-03-28,Dress,Business Formal Dress,1,204.15,204.15,Spring
2024-03-28,Pants,Jeans,2,128.1,256.2,Spring
2024-03-28,Dress,Evening Cocktail Dress,3,327.89,983.67,Spring
2024-03-28,Blouse,Formal Blouse,1,86.67,86.67,Spring
2024-03-28,Dress,Evening Cocktail Dress,2,347.79,695.58,Spring
2024-03-28,Blouse,Casual Top,1,93.08,93.08,Spring
2024-03-29,Pants,Business Trousers,2,115.5,231.0,Spring
2024-03-29,Pants,Casual Pants,3,81.94,245.82,Spring
2024-03-29,Pants,Casual Pants,1,154.18,154.18,Spring
2024-03-29,Dress,Evening Cocktail Dress,2,303.45,606.9,Spring
2024-03-29,Pants,Jeans,1,87.42,87.42,Spring
2024-03-29,Dress,Business Formal Dress,3,190.35,571.05,Spring
2024-03-29,Blouse,Casual Top,3,129.85,389.54999999999995,Spring
2024-03-29,Blouse,Formal Blouse,1,155.17,155.17,Spring
2024-03-29,Pants,Casual Pants,3,141.98,425.93999999999994,Spring
2024-03-29,Dress,Business Formal Dress,2,281.59,563.18,Spring
2024-03-29,Pants,Jeans,3,147.83,443.49,Spring
2024-03-29,Dress,Business Formal Dress,1,179.89,179.89,Spring
2024-03-29,Dress,Casual Maxi Dress,2,139.02,278.04,Spring
2024-03-29,Dress,Summer Floral Dress,2,255.59,511.18,Spring
2024-03-29,Blouse,Silk Blouse,3,138.91,416.73,Spring
2024-03-30,Pants,Jeans,3,69.91,209.73,Spring
2024-03-30,Pants,Jeans,2,134.64,269.28,Spring
2024-03-30,Pants,Casual Pants,1,126.66,126.66,Spring
2024-03-30,Dress,Summer Floral Dress,2,213.3,426.6,Spring
2024-03-30,Blouse,Cotton Shirt,3,148.77,446.31000000000006,Spring
2024-03-30,Pants,Jeans,3,80.28,240.84,Spring
2024-03-30,Pants,Jeans,2,105.52,211.04,Spring
2024-03-30,Dress,Evening Cocktail Dress,1,255.64,255.64,Spring
2024-03-30,Pants,Casual Pants,2,118.0,236.0,Spring
2024-03-30,Pants,Jeans,1,139.26,139.26,Spring
2024-03-30,Dress,Casual Maxi Dress,2,265.17,530.34,Spring
2024-03-30,Dress,Summer Floral Dress,3,258.39,775.17,Spring
2024-03-31,Blouse,Silk Blouse,1,117.14,117.14,Spring
2024-03-31,Pants,Wide Leg Pants,3,156.52,469.56000000000006,Spring
2024-03-31,Blouse,Casual Top,3,82.44,247.32,Spring
2024-03-31,Pants,Jeans,3,151.89,455.66999999999996,Spring
2024-03-31,Blouse,Formal Blouse,1,152.15,152.15,Spring
2024-03-31,Dress,Evening Cocktail Dress,1,310.18,310.18,Spring
2024-03-31,Dress,Summer Floral Dress,1,160.58,160.58,Spring
2024-03-31,Pants,Business Trousers,3,132.11,396.33000000000004,Spring
2024-03-31,Dress,Casual Maxi Dress,1,245.23,245.23,Spring
2024-03-31,Pants,Jeans,2,83.67,167.34,Spring
2024-03-31,Dress,Casual Maxi Dress,3,303.91,911.73,Spring
2024-03-31,Blouse,Cotton Shirt,2,127.75,255.5,Spring
2024-03-31,Dress,Casual Maxi Dress,3,166.01,498.03,Spring
2024-03-31,Dress,Casual Maxi Dress,1,284.76,284.76,Spring
2024-03-31,Dress,Business Formal Dress,1,119.82,119.82,Spring
2024-03-31,Dress,Casual Maxi Dress,1,228.33,228.33,Spring
2024-03-31,Blouse,Formal Blouse,3,162.76,488.28,Spring
2024-03-31,Pants,Jeans,3,141.79,425.37,Spring
2024-03-31,Pants,Jeans,3,147.43,442.29,Spring
2024-04-01,Dress,Summer Floral Dress,2,124.66,249.32,Spring
2024-04-01,Pants,Casual Pants,3,145.56,436.68,Spring
2024-04-01,Pants,Casual Pants,1,70.09,70.09,Spring
2024-04-01,Dress,Business Formal Dress,3,179.28,537.84,Spring
2024-04-01,Dress,Casual Maxi Dress,2,210.54,421.08,Spring
2024-04-01,Dress,Summer Floral Dress,2,291.44,582.88,Spring
2024-04-01,Dress,Evening Cocktail Dress,1,169.08,169.08,Spring
2024-04-01,Blouse,Cotton Shirt,3,108.71,326.13,Spring
2024-04-01,Blouse,Silk Blouse,2,71.2,142.4,Spring
2024-04-01,Pants,Casual Pants,1,154.0,154.0,Spring
2024-04-01,Blouse,Formal Blouse,2,129.46,258.92,Spring
2024-04-01,Pants,Casual Pants,1,139.67,139.67,Spring
2024-04-02,Blouse,Formal Blouse,1,108.63,108.63,Spring
2024-04-02,Blouse,Cotton Shirt,1,117.64,117.64,Spring
2024-04-02,Blouse,Cotton Shirt,2,120.67,241.34,Spring
2024-04-02,Dress,Summer Floral Dress,1,154.63,154.63,Spring
2024-04-02,Dress,Casual Maxi Dress,3,237.77,713.3100000000001,Spring
2024-04-02,Pants,Casual Pants,1,87.48,87.48,Spring
2024-04-02,Pants,Wide Leg Pants,2,125.76,251.52,Spring
2024-04-02,Blouse,Cotton Shirt,3,78.67,236.01,Spring
2024-04-02,Pants,Casual Pants,2,75.8,151.6,Spring
2024-04-03,Pants,Business Trousers,3,77.29,231.87,Spring
2024-04-03,Pants,Casual Pants,1,118.8,118.8,Spring
2024-04-03,Blouse,Cotton Shirt,3,164.06,492.18,Spring
2024-04-03,Pants,Jeans,2,109.56,219.12,Spring
2024-04-03,Dress,Casual Maxi Dress,2,175.12,350.24,Spring
2024-04-03,Dress,Business Formal Dress,2,345.38,690.76,Spring
2024-04-03,Dress,Evening Cocktail Dress,3,261.09,783.27,Spring
2024-04-03,Blouse,Formal Blouse,3,155.53,466.59000000000003,Spring
2024-04-04,Blouse,Silk Blouse,1,68.95,68.95,Spring
2024-04-04,Dress,Summer Floral Dress,1,253.7,253.7,Spring
2024-04-04,Dress,Business Formal Dress,2,343.59,687.18,Spring
2024-04-04,Dress,Summer Floral Dress,2,262.35,524.7,Spring
2024-04-04,Blouse,Silk Blouse,3,115.5,346.5,Spring
2024-04-04,Blouse,Cotton Shirt,3,73.33,219.99,Spring
2024-04-04,Dress,Casual Maxi Dress,3,310.21,930.6299999999999,Spring
2024-04-04,Pants,Wide Leg Pants,1,108.1,108.1,Spring
2024-04-04,Pants,Jeans,1,158.66,158.66,Spring
2024-04-04,Pants,Business Trousers,2,129.36,258.72,Spring
2024-04-04,Dress,Business Formal Dress,1,271.61,271.61,Spring
2024-04-05,Pants,Casual Pants,3,135.49,406.47,Spring
2024-04-05,Pants,Business Trousers,1,88.3,88.3,Spring
2024-04-05,Pants,Wide Leg Pants,3,151.01,453.03,Spring
2024-04-05,Dress,Evening Cocktail Dress,2,291.45,582.9,Spring
2024-04-05,Dress,Casual Maxi Dress,2,256.69,513.38,Spring
2024-04-05,Pants,Jeans,3,148.65,445.95000000000005,Spring
2024-04-05,Pants,Wide Leg Pants,1,152.94,152.94,Spring
2024-04-05,Blouse,Formal Blouse,1,127.85,127.85,Spring
2024-04-05,Pants,Wide Leg Pants,3,157.89,473.66999999999996,Spring
2024-04-05,Blouse,Cotton Shirt,1,108.16,108.16,Spring
2024-04-05,Blouse,Formal Blouse,1,119.69,119.69,Spring
2024-04-05,Dress,Evening Cocktail Dress,2,323.48,646.96,Spring
2024-04-05,Pants,Business Trousers,2,106.02,212.04,Spring
2024-04-06,Blouse,Casual Top,3,109.72,329.15999999999997,Spring
2024-04-06,Dress,Casual Maxi Dress,2,122.93,245.86,Spring
2024-04-06,Pants,Jeans,2,139.66,279.32,Spring
2024-04-06,Dress,Summer Floral Dress,3,182.66,547.98,Spring
2024-04-06,Dress,Casual Maxi Dress,3,230.56,691.6800000000001,Spring
2024-04-06,Dress,Casual Maxi Dress,2,286.47,572.94,Spring
2024-04-06,Blouse,Silk Blouse,2,90.76,181.52,Spring
2024-04-06,Dress,Business Formal Dress,1,236.94,236.94,Spring
2024-04-06,Blouse,Casual Top,3,132.78,398.34000000000003,Spring
2024-04-06,Pants,Business Trousers,3,143.38,430.14,Spring
2024-04-06,Pants,Wide Leg Pants,3,95.03,285.09000000000003,Spring
2024-04-06,Blouse,Formal Blouse,1,90.21,90.21,Spring
2024-04-06,Pants,Jeans,1,143.57,143.57,Spring
2024-04-06,Dress,Casual Maxi Dress,3,161.25,483.75,Spring
2024-04-06,Dress,Business Formal Dress,1,266.12,266.12,Spring
2024-04-06,Blouse,Cotton Shirt,1,161.58,161.58,Spring
2024-04-06,Dress,Summer Floral Dress,2,334.5,669.0,Spring
2024-04-06,Pants,Business Trousers,2,114.28,228.56,Spring
2024-04-07,Dress,Evening Cocktail Dress,3,307.01,921.03,Spring
2024-04-07,Dress,Business Formal Dress,3,323.21,969.6299999999999,Spring
2024-04-07,Blouse,Silk Blouse,1,65.08,65.08,Spring
2024-04-07,Dress,Casual Maxi Dress,1,276.56,276.56,Spring
2024-04-07,Blouse,Casual Top,3,87.58,262.74,Spring
2024-04-07,Dress,Summer Floral Dress,1,293.44,293.44,Spring
2024-04-07,Blouse,Silk Blouse,2,139.87,279.74,Spring
2024-04-07,Blouse,Cotton Shirt,2,120.0,240.0,Spring
2024-04-07,Dress,Evening Cocktail Dress,2,148.57,297.14,Spring
2024-04-07,Pants,Jeans,3,79.93,239.79000000000002,Spring
2024-04-08,Dress,Evening Cocktail Dress,2,259.95,519.9,Spring
2024-04-08,Pants,Casual Pants,3,90.94,272.82,Spring
2024-04-08,Pants,Jeans,3,88.76,266.28000000000003,Spring
2024-04-08,Dress,Summer Floral Dress,2,211.58,423.16,Spring
2024-04-08,Dress,Casual Maxi Dress,3,277.9,833.6999999999999,Spring
2024-04-08,Blouse,Silk Blouse,2,84.88,169.76,Spring
2024-04-08,Pants,Business Trousers,2,147.35,294.7,Spring
2024-04-08,Dress,Business Formal Dress,1,344.97,344.97,Spring
2024-04-08,Dress,Business Formal Dress,3,341.95,1025.85,Spring
2024-04-09,Blouse,Silk Blouse,1,85.15,85.15,Spring
2024-04-09,Blouse,Silk Blouse,2,134.31,268.62,Spring
2024-04-09,Dress,Casual Maxi Dress,1,212.46,212.46,Spring
2024-04-09,Blouse,Silk Blouse,3,152.86,458.58000000000004,Spring
2024-04-09,Dress,Casual Maxi Dress,1,248.09,248.09,Spring
2024-04-09,Pants,Wide Leg Pants,1,133.32,133.32,Spring
2024-04-09,Blouse,Casual Top,1,136.22,136.22,Spring
2024-04-09,Dress,Summer Floral Dress,1,327.09,327.09,Spring
2024-04-09,Pants,Wide Leg Pants,1,99.03,99.03,Spring
2024-04-10,Pants,Jeans,3,105.41,316.23,Spring
2024-04-10,Pants,Casual Pants,2,75.81,151.62,Spring
2024-04-10,Dress,Business Formal Dress,2,110.71,221.42,Spring
2024-04-10,Blouse,Cotton Shirt,1,104.2,104.2,Spring
2024-04-10,Pants,Wide Leg Pants,1,118.1,118.1,Spring
2024-04-10,Dress,Evening Cocktail Dress,1,201.42,201.42,Spring
2024-04-10,Blouse,Formal Blouse,1,87.78,87.78,Spring
2024-04-10,Pants,Jeans,3,97.9,293.70000000000005,Spring
2024-04-10,Pants,Jeans,3,134.63,403.89,Spring
2024-04-10,Pants,Jeans,3,102.7,308.1,Spring
2024-04-10,Blouse,Formal Blouse,3,137.41,412.23,Spring
2024-04-10,Blouse,Formal Blouse,1,150.16,150.16,Spring
2024-04-10,Dress,Business Formal Dress,2,266.06,532.12,Spring
2024-04-11,Dress,Business Formal Dress,1,245.0,245.0,Spring
2024-04-11,Dress,Evening Cocktail Dress,1,244.9,244.9,Spring
2024-04-11,Blouse,Formal Blouse,1,134.16,134.16,Spring
2024-04-11,Pants,Business Trousers,1,87.65,87.65,Spring
2024-04-11,Pants,Casual Pants,3,128.62,385.86,Spring
2024-04-11,Blouse,Silk Blouse,3,80.2,240.60000000000002,Spring
2024-04-11,Pants,Casual Pants,2,107.98,215.96,Spring
2024-04-11,Blouse,Silk Blouse,2,120.03,240.06,Spring
2024-04-11,Blouse,Casual Top,1,112.99,112.99,Spring
2024-04-11,Pants,Jeans,3,103.76,311.28000000000003,Spring
2024-04-11,Dress,Business Formal Dress,2,257.94,515.88,Spring
2024-04-11,Blouse,Cotton Shirt,3,158.12,474.36,Spring
2024-04-11,Pants,Wide Leg Pants,2,75.93,151.86,Spring
2024-04-11,Blouse,Casual Top,3,109.86,329.58,Spring
2024-04-11,Blouse,Cotton Shirt,2,146.51,293.02,Spring
2024-04-11,Blouse,Silk Blouse,2,91.16,182.32,Spring
2024-04-11,Pants,Jeans,2,89.25,178.5,Spring
2024-04-11,Dress,Business Formal Dress,2,154.91,309.82,Spring
2024-04-11,Blouse,Silk Blouse,3,131.79,395.37,Spring
2024-04-12,Pants,Casual Pants,3,139.02,417.06000000000006,Spring
2024-04-12,Pants,Jeans,2,139.8,279.6,Spring
2024-04-12,Dress,Business Formal Dress,1,199.62,199.62,Spring
2024-04-12,Dress,Casual Maxi Dress,1,173.33,173.33,Spring
2024-04-12,Dress,Business Formal Dress,1,168.14,168.14,Spring
2024-04-12,Blouse,Cotton Shirt,1,145.21,145.21,Spring
2024-04-12,Blouse,Formal Blouse,3,117.18,351.54,Spring
2024-04-12,Dress,Casual Maxi Dress,2,357.83,715.66,Spring
2024-04-12,Blouse,Cotton Shirt,1,141.49,141.49,Spring
2024-04-12,Blouse,Silk Blouse,3,70.69,212.07,Spring
2024-04-12,Pants,Business Trousers,1,136.34,136.34,Spring
2024-04-12,Blouse,Formal Blouse,3,167.45,502.34999999999997,Spring
2024-04-13,Pants,Casual Pants,1,96.36,96.36,Spring
2024-04-13,Dress,Casual Maxi Dress,3,112.45,337.35,Spring
2024-04-13,Dress,Casual Maxi Dress,2,209.11,418.22,Spring
2024-04-13,Pants,Wide Leg Pants,3,127.89,383.67,Spring
2024-04-13,Blouse,Cotton Shirt,2,65.48,130.96,Spring
2024-04-13,Dress,Business Formal Dress,3,184.66,553.98,Spring
2024-04-13,Pants,Wide Leg Pants,3,124.76,374.28000000000003,Spring
2024-04-13,Pants,Wide Leg Pants,1,106.33,106.33,Spring
2024-04-13,Blouse,Formal Blouse,1,124.12,124.12,Spring
2024-04-14,Blouse,Cotton Shirt,1,78.1,78.1,Spring
2024-04-14,Pants,Casual Pants,2,152.54,305.08,Spring
2024-04-14,Blouse,Formal Blouse,3,128.03,384.09000000000003,Spring
2024-04-14,Pants,Business Trousers,2,158.61,317.22,Spring
2024-04-14,Blouse,Silk Blouse,2,111.66,223.32,Spring
2024-04-14,Dress,Evening Cocktail Dress,3,120.24,360.71999999999997,Spring
2024-04-14,Dress,Evening Cocktail Dress,2,198.13,396.26,Spring
2024-04-14,Blouse,Casual Top,1,161.64,161.64,Spring
2024-04-14,Dress,Casual Maxi Dress,3,280.9,842.6999999999999,Spring
2024-04-14,Dress,Summer Floral Dress,2,124.39,248.78,Spring
2024-04-14,Pants,Business Trousers,1,126.23,126.23,Spring
2024-04-14,Pants,Wide Leg Pants,2,132.46,264.92,Spring
2024-04-14,Blouse,Formal Blouse,2,110.8,221.6,Spring
2024-04-14,Blouse,Cotton Shirt,1,65.69,65.69,Spring
2024-04-14,Pants,Casual Pants,2,131.97,263.94,Spring
2024-04-14,Blouse,Cotton Shirt,2,119.44,238.88,Spring
2024-04-14,Blouse,Silk Blouse,1,79.68,79.68,Spring
2024-04-14,Dress,Evening Cocktail Dress,2,268.73,537.46,Spring
2024-04-14,Blouse,Formal Blouse,3,125.36,376.08,Spring
2024-04-14,Blouse,Casual Top,2,67.0,134.0,Spring
2024-04-14,Blouse,Silk Blouse,3,126.81,380.43,Spring
2024-04-15,Blouse,Cotton Shirt,1,125.76,125.76,Spring
2024-04-15,Pants,Casual Pants,3,130.51,391.53,Spring
2024-04-15,Dress,Casual Maxi Dress,3,179.0,537.0,Spring
2024-04-15,Dress,Casual Maxi Dress,1,157.34,157.34,Spring
2024-04-15,Blouse,Silk Blouse,3,128.45,385.34999999999997,Spring
2024-04-15,Dress,Business Formal Dress,1,343.87,343.87,Spring
2024-04-15,Blouse,Cotton Shirt,3,98.57,295.71,Spring
2024-04-15,Dress,Casual Maxi Dress,1,206.58,206.58,Spring
2024-04-15,Blouse,Cotton Shirt,2,95.53,191.06,Spring
2024-04-15,Pants,Jeans,2,75.39,150.78,Spring
2024-04-15,Blouse,Formal Blouse,2,112.49,224.98,Spring
2024-04-15,Blouse,Casual Top,1,81.12,81.12,Spring
2024-04-16,Dress,Business Formal Dress,3,135.64,406.91999999999996,Spring
2024-04-16,Pants,Jeans,1,125.75,125.75,Spring
2024-04-16,Blouse,Casual Top,3,77.19,231.57,Spring
2024-04-16,Dress,Business Formal Dress,1,276.65,276.65,Spring
2024-04-16,Blouse,Cotton Shirt,2,157.12,314.24,Spring
2024-04-16,Blouse,Formal Blouse,3,166.32,498.96,Spring
2024-04-16,Blouse,Cotton Shirt,3,149.95,449.84999999999997,Spring
2024-04-16,Blouse,Casual Top,2,79.92,159.84,Spring
2024-04-16,Blouse,Casual Top,3,95.28,285.84000000000003,Spring
2024-04-16,Blouse,Formal Blouse,3,72.26,216.78000000000003,Spring
2024-04-16,Pants,Casual Pants,3,104.61,313.83,Spring
2024-04-17,Blouse,Silk Blouse,1,107.24,107.24,Spring
2024-04-17,Blouse,Silk Blouse,2,99.79,199.58,Spring
2024-04-17,Pants,Wide Leg Pants,3,138.93,416.79,Spring
2024-04-17,Blouse,Formal Blouse,3,68.38,205.14,Spring
2024-04-17,Pants,Business Trousers,1,158.05,158.05,Spring
2024-04-17,Blouse,Formal Blouse,1,118.07,118.07,Spring
2024-04-17,Dress,Casual Maxi Dress,2,247.81,495.62,Spring
2024-04-17,Pants,Wide Leg Pants,3,101.53,304.59000000000003,Spring
2024-04-17,Blouse,Casual Top,3,97.84,293.52,Spring
2024-04-17,Dress,Business Formal Dress,1,138.55,138.55,Spring
